All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : MH232.fasta
SeqY filename        : MH7422.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|525903163|ref|NC_021831.1|
SeqX length          : 892758
SeqY length          : 898495
Min.fragment.length  : 100
Min.Identity         : 50
Tot Hits (seeds)     : 1538493
Tot Hits (seeds) used: 1505352
Total fragments      : 582
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,463289,481792,464374,482877,f,0,1086,4000,1043,0.92,0.96,0,0
Frag,464294,482795,464461,482962,f,0,168,416,136,0.62,0.81,0,0
Frag,435945,454440,437762,456257,f,0,1818,7088,1795,0.97,0.99,0,0
Frag,411507,429902,416661,435056,f,0,5155,20164,5098,0.98,0.99,0,0
Frag,406416,424810,407696,426090,f,0,1281,5036,1270,0.98,0.99,0,0
Frag,411171,429565,411512,429906,f,0,342,1264,329,0.92,0.96,0,0
Frag,407678,426071,407879,426272,f,0,202,744,194,0.92,0.96,0,0
Frag,409336,427729,411177,429570,f,0,1842,7056,1803,0.96,0.98,0,0
Frag,407846,426237,409360,427751,f,0,1515,5820,1485,0.96,0.98,0,0
Frag,417018,435400,417854,436236,f,0,837,3108,807,0.93,0.96,0,0
Frag,416698,435075,417063,435440,f,0,366,736,275,0.50,0.75,0,0
Frag,416842,435218,417036,435412,f,0,195,628,176,0.81,0.90,0,0
Frag,406326,424697,406429,424800,f,0,104,352,96,0.85,0.92,0,0
Frag,478329,496291,478532,496494,f,0,204,512,166,0.63,0.81,0,0
Frag,365803,383656,365984,383837,f,0,182,496,153,0.68,0.84,0,0
Frag,405000,421878,405371,422249,f,0,372,1392,360,0.94,0.97,0,0
Frag,406005,422881,406196,423072,f,0,192,632,175,0.82,0.91,0,0
Frag,405359,422234,406216,423091,f,0,858,2504,742,0.73,0.86,0,0
Frag,402780,419630,404346,421196,f,0,1567,5428,1462,0.87,0.93,0,0
Frag,404293,421142,405013,421862,f,0,721,2828,714,0.98,0.99,0,0
Frag,402123,418971,402859,419707,f,0,737,2812,720,0.95,0.98,0,0
Frag,435583,452328,435755,452500,f,0,173,372,133,0.54,0.77,0,0
Frag,353706,370150,354103,370547,f,0,398,1216,351,0.76,0.88,0,0
Frag,353492,369935,353759,370202,f,0,268,840,239,0.78,0.89,0,0
Frag,349788,366211,350075,366498,f,0,288,952,263,0.83,0.91,0,0
Frag,350079,366499,353318,369738,f,0,3240,12368,3166,0.95,0.98,0,0
Frag,413592,429684,413718,429810,f,0,127,372,110,0.73,0.87,0,0
Frag,392953,408619,393239,408905,f,0,287,1132,285,0.99,0.99,0,0
Frag,393331,408996,393638,409303,f,0,308,1136,296,0.92,0.96,0,0
Frag,393223,408887,393338,409002,f,0,116,408,109,0.88,0.94,0,0
Frag,360279,375791,361154,376666,f,0,876,3312,852,0.95,0.97,0,0
Frag,361145,376642,361954,377451,f,0,810,3184,803,0.98,0.99,0,0
Frag,361949,377445,363950,379446,f,0,2002,7896,1988,0.99,0.99,0,0
Frag,365954,381448,369100,384594,f,0,3147,12132,3090,0.96,0.98,0,0
Frag,363953,379446,366041,381534,f,0,2089,8060,2052,0.96,0.98,0,0
Frag,369573,385060,369681,385168,f,0,109,404,105,0.93,0.96,0,0
Frag,369096,384581,369575,385060,f,0,480,1896,477,0.99,0.99,0,0
Frag,369653,385132,375793,391272,f,0,6141,24020,6073,0.98,0.99,0,0
Frag,375780,391246,377260,392726,f,0,1481,5716,1455,0.96,0.98,0,0
Frag,377240,392705,379365,394830,f,0,2126,8264,2096,0.97,0.99,0,0
Frag,379444,394907,379605,395068,f,0,162,592,155,0.91,0.96,0,0
Frag,392770,408232,392882,408344,f,0,113,420,109,0.93,0.96,0,0
Frag,389778,405239,392618,408079,f,0,2841,11244,2826,0.99,0.99,0,0
Frag,379615,395075,379741,395201,f,0,127,364,109,0.72,0.86,0,0
Frag,383002,398462,385096,400556,f,0,2095,7932,2039,0.95,0.97,0,0
Frag,388625,404085,389803,405263,f,0,1179,4388,1138,0.93,0.97,0,0
Frag,392579,408039,392771,408231,f,0,193,636,176,0.82,0.91,0,0
Frag,385082,400540,385460,400918,f,0,379,1295,351,0.85,0.93,0,0
Frag,379710,395167,382946,398403,f,0,3237,12660,3201,0.98,0.99,0,0
Frag,388288,403745,388629,404086,f,0,342,1216,323,0.89,0.94,0,0
Frag,385438,400892,388257,403711,f,0,2820,10376,2707,0.92,0.96,0,0
Frag,358365,373490,358749,373874,f,0,385,1388,366,0.90,0.95,0,0
Frag,358216,373338,358389,373511,f,0,174,456,144,0.66,0.83,0,0
Frag,357383,372474,358255,373346,f,0,873,3180,834,0.91,0.96,0,0
Frag,355269,370341,356640,371712,f,0,1372,4624,1264,0.84,0.92,0,0
Frag,356620,371668,357379,372427,f,0,760,2096,642,0.69,0.84,0,0
Frag,401701,415610,401913,415822,f,0,213,748,200,0.88,0.94,0,0
Frag,396166,409793,396361,409988,f,0,196,648,179,0.83,0.91,0,0
Frag,396346,409972,398611,412237,f,0,2266,8904,2246,0.98,0.99,0,0
Frag,395974,409595,396220,409841,f,0,247,956,243,0.97,0.98,0,0
Frag,395693,409312,395979,409598,f,0,287,1100,281,0.96,0.98,0,0
Frag,368162,381296,368343,381477,f,0,182,488,152,0.67,0.84,0,0
Frag,357416,370053,357685,370322,f,0,270,632,214,0.59,0.79,0,0
Frag,19610,31252,19871,31513,f,0,262,664,214,0.63,0.82,0,0
Frag,358428,369874,358550,369996,f,0,123,468,120,0.95,0.98,0,0
Frag,358306,369746,358422,369862,f,0,117,324,99,0.69,0.85,0,0
Frag,675324,686487,690795,701958,f,0,15472,51128,14127,0.83,0.91,0,0
Frag,685988,697150,688108,699270,f,0,2121,8204,2086,0.97,0.98,0,0
Frag,690772,701934,691308,702470,f,0,537,1932,510,0.90,0.95,0,0
Frag,691268,702429,708407,719568,f,0,17140,65448,16751,0.95,0.98,0,0
Frag,707550,718710,708068,719228,f,0,519,1348,428,0.65,0.82,0,0
Frag,708404,719556,708560,719712,f,0,157,604,154,0.96,0.98,0,0
Frag,710247,721393,713027,724173,f,0,2781,10876,2750,0.98,0.99,0,0
Frag,708561,719706,717254,728399,f,0,8694,20160,6867,0.58,0.79,0,0
Frag,717155,728299,717505,728649,f,0,351,1212,327,0.86,0.93,0,0
Frag,717500,728643,720535,731678,f,0,3036,11768,2989,0.97,0.98,0,0
Frag,720504,731646,721525,732667,f,0,1022,3640,966,0.89,0.95,0,0
Frag,721371,732512,721524,732665,f,0,154,368,123,0.60,0.80,0,0
Frag,726367,737508,726558,737699,f,0,192,720,186,0.94,0.97,0,0
Frag,726158,737298,726375,737515,f,0,218,752,203,0.86,0.93,0,0
Frag,721562,732699,726174,737311,f,0,4613,17956,4551,0.97,0.99,0,0
Frag,770338,780175,772189,782026,f,0,1852,4944,1544,0.67,0.83,0,0
Frag,416358,425901,416460,426003,f,0,103,260,84,0.63,0.82,0,0
Frag,21531,30904,22330,31703,f,0,800,1704,613,0.53,0.77,0,0
Frag,19610,28814,19871,29075,f,0,262,664,214,0.63,0.82,0,0
Frag,20796,27743,20915,27862,f,0,120,272,94,0.57,0.78,0,0
Frag,24121,31058,24766,31703,f,0,646,1784,546,0.69,0.85,0,0
Frag,21683,28618,22341,29276,f,0,659,1428,508,0.54,0.77,0,0
Frag,353380,359836,353505,359961,f,0,126,408,114,0.81,0.90,0,0
Frag,790578,796988,791110,797520,f,0,533,1980,514,0.93,0.96,0,0
Frag,786165,792573,788904,795312,f,0,2740,10416,2672,0.95,0.98,0,0
Frag,791065,797473,791281,797689,f,0,217,644,189,0.74,0.87,0,0
Frag,785313,791720,785507,791914,f,0,195,740,190,0.95,0.97,0,0
Frag,788872,795279,790591,796998,f,0,1720,6544,1678,0.95,0.98,0,0
Frag,791066,797473,791166,797573,f,0,101,312,89,0.77,0.88,0,0
Frag,785313,791719,786181,792587,f,0,869,2612,761,0.75,0.88,0,0
Frag,772443,778843,773696,780096,f,0,1254,4664,1210,0.93,0.96,0,0
Frag,773618,780017,775805,782204,f,0,2188,7944,2087,0.91,0.95,0,0
Frag,775654,782052,775806,782204,f,0,153,588,150,0.96,0.98,0,0
Frag,775771,782161,775956,782346,f,0,186,728,184,0.98,0.99,0,0
Frag,778255,784639,784794,791178,f,0,6540,25224,6423,0.96,0.98,0,0
Frag,776818,783201,778409,784792,f,0,1592,5864,1529,0.92,0.96,0,0
Frag,784775,791156,785295,791676,f,0,521,1964,506,0.94,0.97,0,0
Frag,775948,782328,776850,783230,f,0,903,3532,893,0.98,0.99,0,0
Frag,770334,776696,770503,776865,f,0,170,560,155,0.82,0.91,0,0
Frag,772345,778706,772454,778815,f,0,110,344,98,0.78,0.89,0,0
Frag,770534,776893,771608,777967,f,0,1075,3300,950,0.77,0.88,0,0
Frag,771606,777964,772370,778728,f,0,765,2468,691,0.81,0.90,0,0
Frag,865533,871514,866680,872661,f,0,1148,4456,1131,0.97,0.99,0,0
Frag,866750,872707,867534,873491,f,0,785,3020,770,0.96,0.98,0,0
Frag,792750,798703,802883,808836,f,0,10134,39552,10011,0.98,0.99,0,0
Frag,791739,797691,792786,798738,f,0,1048,3440,954,0.82,0.91,0,0
Frag,791917,797868,792054,798005,f,0,138,464,127,0.84,0.92,0,0
Frag,867429,873380,869295,875246,f,0,1867,7100,1821,0.95,0.98,0,0
Frag,802850,808799,802958,808907,f,0,109,260,87,0.60,0.80,0,0
Frag,809845,815791,810215,816161,f,0,371,1420,363,0.96,0.98,0,0
Frag,888649,894595,890721,896667,f,0,2073,7980,2034,0.96,0.98,0,0
Frag,890690,896635,892549,898494,f,0,1860,7296,1842,0.98,0.99,0,0
Frag,802959,808903,813951,819895,f,0,10993,41188,10645,0.94,0.97,0,0
Frag,19610,25551,19866,25807,f,0,257,804,229,0.78,0.89,0,0
Frag,862596,868533,863623,869560,f,0,1028,3792,988,0.92,0.96,0,0
Frag,872722,878656,875852,881786,f,0,3131,12428,3119,0.99,1.00,0,0
Frag,877890,883819,881041,886970,f,0,3152,8264,2609,0.66,0.83,0,0
Frag,870914,876842,872640,878568,f,0,1727,6380,1661,0.92,0.96,0,0
Frag,877883,883811,888665,894593,f,0,10783,31468,9325,0.73,0.86,0,0
Frag,869385,875312,870925,876852,f,0,1541,5972,1517,0.97,0.98,0,0
Frag,872582,878509,872749,878676,f,0,168,648,165,0.96,0.98,0,0
Frag,863634,869559,865581,871506,f,0,1948,5264,1632,0.68,0.84,0,0
Frag,875838,881763,877917,883842,f,0,2080,8264,2073,0.99,1.00,0,0
Frag,813955,819879,814403,820327,f,0,449,1700,437,0.95,0.97,0,0
Frag,814399,820321,816303,822225,f,0,1905,7492,1889,0.98,0.99,0,0
Frag,864852,870774,865284,871206,f,0,433,1708,430,0.99,0.99,0,0
Frag,816297,822218,822000,827921,f,0,5704,22248,5633,0.98,0.99,0,0
Frag,822001,827919,822310,828228,f,0,310,1112,294,0.90,0.95,0,0
Frag,822274,828189,831840,837755,f,0,9567,37348,9452,0.98,0.99,0,0
Frag,831831,837745,845234,851148,f,0,13404,52152,13221,0.97,0.99,0,0
Frag,846971,852885,847076,852990,f,0,106,360,98,0.85,0.92,0,0
Frag,845121,851034,849157,855070,f,0,4037,9748,3237,0.60,0.80,0,0
Frag,845908,851820,846987,852899,f,0,1080,4152,1059,0.96,0.98,0,0
Frag,855970,861882,856075,861987,f,0,106,296,90,0.70,0.85,0,0
Frag,852871,858782,857314,863225,f,0,4444,16968,4343,0.95,0.98,0,0
Frag,850842,856752,852972,858882,f,0,2131,7852,2047,0.92,0.96,0,0
Frag,860753,866662,860855,866764,f,0,103,252,83,0.61,0.81,0,0
Frag,860913,866811,861041,866939,f,0,129,404,115,0.78,0.89,0,0
Frag,861118,867001,861395,867278,f,0,278,816,241,0.73,0.87,0,0
Frag,861112,866994,861214,867096,f,0,103,284,87,0.69,0.84,0,0
Frag,861374,867254,862659,868539,f,0,1286,4616,1220,0.90,0.95,0,0
Frag,732237,737508,732458,737729,f,0,222,832,215,0.94,0.97,0,0
Frag,732130,737400,732245,737515,f,0,116,368,104,0.79,0.90,0,0
Frag,25959,30501,26145,30687,f,0,187,420,146,0.56,0.78,0,0
Frag,24813,29349,25861,30397,f,0,1049,2188,798,0.52,0.76,0,0
Frag,23784,28283,24774,29273,f,0,991,2324,786,0.59,0.79,0,0
Frag,22949,27433,23117,27601,f,0,169,372,131,0.55,0.78,0,0
Frag,770508,774862,772182,776536,f,0,1675,4788,1436,0.71,0.86,0,0
Frag,770340,774691,770505,774856,f,0,166,440,138,0.66,0.83,0,0
Frag,768935,773268,770320,774653,f,0,1386,4512,1257,0.81,0.91,0,0
Frag,758278,762603,759491,763816,f,0,1214,4608,1183,0.95,0.97,0,0
Frag,736090,740414,738472,742796,f,0,2383,9092,2328,0.95,0.98,0,0
Frag,759483,763807,768955,773279,f,0,9473,36788,9335,0.97,0.99,0,0
Frag,738432,742755,739804,744127,f,0,1373,5212,1338,0.95,0.97,0,0
Frag,739792,744113,748439,752760,f,0,8648,33976,8571,0.98,0.99,0,0
Frag,748436,752755,751766,756085,f,0,3331,11452,3097,0.86,0.93,0,0
Frag,751071,755389,755959,760277,f,0,4889,17228,4598,0.88,0.94,0,0
Frag,756138,760454,758293,762609,f,0,2156,8400,2128,0.97,0.99,0,0
Frag,755913,760224,756146,760457,f,0,234,928,233,0.99,1.00,0,0
Frag,21631,25303,22330,26002,f,0,700,1840,580,0.66,0.83,0,0
Frag,19610,23151,19866,23407,f,0,257,668,212,0.65,0.82,0,0
Frag,773776,776700,773943,776867,f,0,168,504,147,0.75,0.88,0,0
Frag,773985,776906,775058,777979,f,0,1074,2944,905,0.69,0.84,0,0
Frag,775044,777964,775627,778547,f,0,584,1648,498,0.71,0.85,0,0
Frag,26522,28620,27167,29265,f,0,646,1768,544,0.68,0.84,0,0
Frag,735767,737400,736096,737729,f,0,330,1152,309,0.87,0.94,0,0
Frag,360092,361718,360269,361895,f,0,178,664,172,0.93,0.97,0,0
Frag,359019,360556,359491,361028,f,0,473,1596,436,0.84,0.92,0,0
Frag,359584,361108,360080,361604,f,0,497,1124,389,0.57,0.78,0,0
Frag,358346,359806,358749,360209,f,0,404,1480,387,0.92,0.96,0,0
Frag,20982,22269,21281,22568,f,0,300,616,227,0.51,0.76,0,0
Frag,20790,22071,20973,22254,f,0,184,496,154,0.67,0.84,0,0
Frag,29780,31056,30430,31706,f,0,651,1996,575,0.77,0.88,0,0
Frag,21693,22965,22149,23421,f,0,457,1500,416,0.82,0.91,0,0
Frag,22117,23388,22333,23604,f,0,217,436,163,0.50,0.75,0,0
Frag,24129,25365,24766,26002,f,0,638,1672,528,0.66,0.83,0,0
Frag,19610,20710,19866,20966,f,0,257,676,213,0.66,0.83,0,0
Frag,773985,774901,775622,776538,f,0,1638,4488,1380,0.68,0.84,0,0
Frag,8885,9113,14700,14928,f,0,5816,22696,5745,0.98,0.99,0,0
Frag,14689,14913,16832,17056,f,0,2144,8368,2118,0.98,0.99,0,0
Frag,7088,7297,8933,9142,f,0,1846,7168,1819,0.97,0.99,0,0
Frag,2695,2903,7122,7330,f,0,4428,17120,4354,0.97,0.98,0,0
Frag,0,206,2700,2906,f,0,2701,10508,2664,0.97,0.99,0,0
Frag,17666,17081,17901,17316,f,0,236,808,219,0.86,0.93,0,0
Frag,820168,819410,820391,819633,f,0,224,472,171,0.53,0.76,0,0
Frag,46190,45032,47773,46615,f,0,1584,5800,1517,0.92,0.96,0,0
Frag,44243,43084,46315,45156,f,0,2073,8100,2049,0.98,0.99,0,0
Frag,22428,21267,23122,21961,f,0,695,2700,685,0.97,0.99,0,0
Frag,28146,26984,44242,43080,f,0,16097,44876,13658,0.70,0.85,0,0
Frag,28050,26887,28151,26988,f,0,102,352,95,0.86,0.93,0,0
Frag,33768,32605,37823,36660,f,0,4056,15968,4024,0.98,0.99,0,0
Frag,23123,21959,24585,23421,f,0,1463,5268,1390,0.90,0.95,0,0
